platform,post_id_hash,brand,market_group,country_or_region,price_tier,product_category,keyword,publish_time,collect_time,title,description,hashtags,like_count,comment_count,collect_count,share_count,author_follower_bucket,is_sponsored_hint
xiaohongshu,2c98ae1dc53c4d4b3de4,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇泥 测评,2026-06-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#唇泥 #K-beauty,433,44,84,21,100k-1m,False
douyin,34c6fc2cd291a53e3d9e,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-05-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。,#唇釉 #K-beauty,132,12,17,5,10k-100k,False
douyin,fb4c364b0f6cd715cfcd,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇泥 测评,2026-05-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#唇泥 #K-beauty,327,24,26,17,1k-10k,False
douyin,b965b02f5a8a70a68568,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 口红 测评,2026-01-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 口红｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#口红 #K-beauty,391,31,100,37,1k-10k,False
douyin,c4768d52e6bce683c2f6,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-01-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#唇釉 #K-beauty,624,44,231,33,1k-10k,False
douyin,2e226d3f49762d08f258,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-01-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#唇釉 #K-beauty,143,3,10,14,1k-10k,False
xiaohongshu,535bc1bfef9a38423416,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-02-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#口红 #K-beauty,90,5,32,2,1k-10k,False
xiaohongshu,5376cbff1bbd5e567bbb,Laneige,K-beauty,South Korea,mid,base,Laneige 粉底液 测评,2026-05-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #K-beauty,101,3,35,1,1k-10k,False
xiaohongshu,08369e823edb7d8bc32c,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-03-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#口红 #K-beauty,1438,161,350,38,10k-100k,False
xiaohongshu,114eabd4fe026b4984e8,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇釉 测评,2026-01-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇釉｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#唇釉 #K-beauty,285,21,82,19,1k-10k,False
xiaohongshu,1225833ff5c23dc0ac72,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇泥 测评,2026-04-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#唇泥 #K-beauty,1282,42,361,14,100k-1m,False
douyin,394040bfebe24fb40e75,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#口红 #K-beauty,730,56,200,37,1k-10k,False
douyin,be8c67efc91cf38486f4,Laneige,K-beauty,South Korea,mid,base,Laneige 粉底液 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉底液 #K-beauty,221,20,37,18,10k-100k,False
douyin,182a9bae0767d2fadf00,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇泥 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#唇泥 #K-beauty,2120,168,219,81,1k-10k,False
douyin,9b35b8a958d50fa66ea1,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#口红 #K-beauty,99,6,8,8,10k-100k,False
douyin,e3557fe29e9db836a8c5,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇泥 测评,2026-06-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#唇泥 #K-beauty,609,46,36,59,10k-100k,False
xiaohongshu,162150a84f9973213c78,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉底液 测评,2026-02-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #Thai beauty,37,1,8,3,1k-10k,False
xiaohongshu,7b1f74a2c9de007026f1,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉底液 测评,2026-04-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉底液 #Thai beauty,48,3,12,4,100k-1m,False
xiaohongshu,badd55bfde947e9a0e89,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-01-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。但有点卡粉,#气垫 #Thai beauty,1023,96,380,48,1k-10k,False
xiaohongshu,c950b5ff5c9d14a60ed7,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-04-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#气垫 #Thai beauty,290,33,81,5,1k-10k,False
xiaohongshu,f50985e983d3030667b1,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-05-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#气垫 #Thai beauty,53,2,16,1,1k-10k,False
douyin,8347d895b5a250c0ddd3,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉饼 测评,2026-02-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#粉饼 #Thai beauty,1471,40,103,130,100k-1m,False
douyin,0a1707d2fa759c9ec813,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-03-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#气垫 #Thai beauty,303,8,118,8,100k-1m,False
douyin,3b8aa3a1858d910b99c3,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉底液 测评,2026-03-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉底液 #Thai beauty,774,33,78,60,100k-1m,False
douyin,f61f2a7bb696dceb283e,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-06-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#气垫 #Thai beauty,256,20,86,21,1k-10k,False
douyin,1561e55c7fff9f77c6ab,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-01-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜持妆实测,通勤使用8小时记录，持妆实测。,#气垫 #Thai beauty,291,26,56,12,100k-1m,False
xiaohongshu,9d4f20c87c07d6decf5b,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-06-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#口红 #Thai beauty,457,30,84,24,100k-1m,False
xiaohongshu,551cc2d7494c825d747c,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-04-26 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#唇泥 #Thai beauty,594,36,80,11,100k-1m,False
xiaohongshu,8bf838bfa583253b4245,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-02-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#唇泥 #Thai beauty,365,15,87,33,1k-10k,False
xiaohongshu,558a87cf2532b5e6415f,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。,#唇泥 #Thai beauty,686,36,135,29,100k-1m,False
xiaohongshu,a680ebd157cb4a186140,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-01-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#唇泥 #Thai beauty,462,19,94,31,1k-10k,False
douyin,e77e6089b39ce0be2fe5,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-02-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#口红 #Thai beauty,520,27,184,51,1k-10k,False
douyin,8d2e3e510b91b9789404,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-06-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#口红 #Thai beauty,257,21,41,23,1k-10k,False
douyin,181442eb87774f884e8d,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇釉 测评,2026-02-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。,#唇釉 #Thai beauty,337,18,78,6,10k-100k,False
douyin,e874a0fc5b63099e972e,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-04-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #Thai beauty,600,61,136,9,100k-1m,False
douyin,2278e3adcacd545ae195,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-06-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#口红 #Thai beauty,143,12,29,4,10k-100k,False
xiaohongshu,185cc514e3bc72cba452,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉饼 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#粉饼 #Thai beauty,1083,33,331,57,100k-1m,False
xiaohongshu,68ab848d6f10dee00edb,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#气垫 #Thai beauty,189,10,41,13,10k-100k,False
xiaohongshu,fbf2808f12c80296d6ea,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-01-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#气垫 #Thai beauty,411,20,71,36,1k-10k,False
xiaohongshu,34919cc7f511953aae0a,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-05-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉底液 #Thai beauty,394,14,64,7,100k-1m,False
xiaohongshu,c881b940c70afb4cc3c6,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-03-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#气垫 #Thai beauty,443,38,79,14,10k-100k,False
douyin,795b384fb3d6a75d0bfc,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #Thai beauty,203,6,35,2,100k-1m,False
douyin,a0c67a1a26596af8a449,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-03-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉底液 #Thai beauty,505,51,199,45,10k-100k,False
douyin,0ea376fa77afa279057f,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉饼 测评,2026-02-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#粉饼 #Thai beauty,177,10,13,3,1k-10k,False
douyin,9b7a7595bbf08035c2a1,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-03-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。,#气垫 #Thai beauty,60,2,5,4,1k-10k,False
douyin,c6af8a03e8340fad9345,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#粉底液 #Thai beauty,497,55,49,20,100k-1m,False
xiaohongshu,f1404c58e0f71d438b98,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-01-26 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#粉底液 #Thai beauty,241,9,68,14,100k-1m,False
xiaohongshu,9d27a40c905b0baf5335,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。,#粉底液 #Thai beauty,1274,38,271,36,1k-10k,False
xiaohongshu,e343c1188e5ba9e59065,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-03-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#气垫 #Thai beauty,175,17,26,11,100k-1m,False
xiaohongshu,f3bb6cc317b2d79243f8,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-05-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#气垫 #Thai beauty,166,13,13,4,10k-100k,False
xiaohongshu,724d9396a7ad637ef7b8,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉饼 测评,2026-04-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#粉饼 #Thai beauty,968,68,133,13,100k-1m,False
douyin,84c6771c086ddc30d2ae,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-05-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉底液 #Thai beauty,353,24,26,14,10k-100k,False
douyin,b0667db0371397c61cb4,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉饼 测评,2026-01-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#粉饼 #Thai beauty,353,15,117,8,10k-100k,False
douyin,880b67b9802046e726d8,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-03-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#气垫 #Thai beauty,112,9,40,4,100k-1m,False
douyin,9d750ddb76366288829e,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#气垫 #Thai beauty,195,15,17,2,10k-100k,False
douyin,3a90e03432c5e3f977e2,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-06-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#粉底液 #Thai beauty,155,10,48,6,100k-1m,False
xiaohongshu,12550275dab654edda1f,Browit,Thai beauty,Thailand,affordable,eye,Browit 眉笔 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眉笔｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#眉笔 #Thai beauty,97,4,25,4,10k-100k,False
xiaohongshu,a763916509fd2f436b4e,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#睫毛膏 #Thai beauty,163,14,25,7,1k-10k,False
xiaohongshu,dc9c9fa60f3c394d9764,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-01-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#睫毛膏 #Thai beauty,18,1,6,1,100k-1m,False
xiaohongshu,220a71e393e68a5f20ba,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-05-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。,#睫毛膏 #Thai beauty,255,20,91,10,1k-10k,False
xiaohongshu,effec7829998bea5f22e,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#睫毛膏 #Thai beauty,134,10,22,12,10k-100k,False
douyin,6e1f7908f1b6a92e823f,Browit,Thai beauty,Thailand,affordable,eye,Browit 眼影 测评,2026-04-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#眼影 #Thai beauty,592,58,210,23,100k-1m,False
douyin,c86c1b7177d2d1f8f8c9,Browit,Thai beauty,Thailand,affordable,eye,Browit 眼影 测评,2026-06-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眼影｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#眼影 #Thai beauty,200,13,38,4,100k-1m,False
douyin,61d0a07d3d948c5d6a8c,Browit,Thai beauty,Thailand,affordable,eye,Browit 眉笔 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眉笔｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#眉笔 #Thai beauty,60,4,11,0,1k-10k,False
douyin,ab8e3959a7cdf385790a,Browit,Thai beauty,Thailand,affordable,eye,Browit 眼影 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眼影｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#眼影 #Thai beauty,326,27,95,24,10k-100k,False
douyin,d927c24c896e4c6d109f,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-01-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#睫毛膏 #Thai beauty,323,23,27,24,1k-10k,False
xiaohongshu,d88cdc28b3c5c432e274,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 气垫 测评,2026-05-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#气垫 #Thai beauty,672,46,107,60,100k-1m,False
xiaohongshu,9bc8692adc8b17fac1de,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 眼影 测评,2026-06-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 眼影｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#眼影 #Thai beauty,101,4,14,8,10k-100k,False
xiaohongshu,af49162314fcc3d13d87,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 粉底液 测评,2026-04-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#粉底液 #Thai beauty,306,18,31,22,1k-10k,False
xiaohongshu,c56dc2bfdab981389e8c,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 粉底液 测评,2026-05-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#粉底液 #Thai beauty,70,7,24,1,10k-100k,False
xiaohongshu,a3bc66781cf20f371ec2,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 粉饼 测评,2026-04-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#粉饼 #Thai beauty,812,41,269,20,1k-10k,False
douyin,083cb9f4f21e547fd3e7,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 睫毛膏 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。,#睫毛膏 #Thai beauty,398,34,60,24,1k-10k,False
douyin,d5e16d1d0860d2d9820a,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 气垫 测评,2026-04-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。干皮可能拔干,#气垫 #Thai beauty,73,3,15,2,10k-100k,False
douyin,084c2561b1ae2bb6a993,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 睫毛膏 测评,2026-06-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#睫毛膏 #Thai beauty,85,5,11,8,1k-10k,False
douyin,c5dcc3f3f84057a292cc,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 睫毛膏 测评,2026-04-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#睫毛膏 #Thai beauty,3834,363,891,46,10k-100k,False
douyin,9c81702d62fe944e8fa6,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 眼影 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 眼影｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#眼影 #Thai beauty,687,25,125,29,100k-1m,False
xiaohongshu,c7546e4e184217d935f3,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-06-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#粉饼 #J-beauty,1170,62,79,22,1k-10k,False
xiaohongshu,98e93b6c1e732cf96c88,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-06-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#气垫 #J-beauty,112,4,35,5,10k-100k,False
xiaohongshu,17e204a33f8f78700990,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-01-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉饼 #J-beauty,297,21,57,24,1k-10k,False
xiaohongshu,2ed14fe60c5b0a1b6b22,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-01-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜持妆实测,通勤使用8小时记录，持妆实测。但有点卡粉,#气垫 #J-beauty,173,11,57,4,10k-100k,False
xiaohongshu,44ac0361b972afeaebe2,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-02-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#粉饼 #J-beauty,77,8,15,3,10k-100k,False
douyin,771250335e261a8ec929,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-04-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#粉饼 #J-beauty,394,29,22,21,10k-100k,False
douyin,42d45374a5bd90e14eb7,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-05-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#气垫 #J-beauty,62,2,12,3,1k-10k,False
douyin,67fa7cf02f47a09b2fc4,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉底液 测评,2026-01-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉底液｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#粉底液 #J-beauty,581,49,123,30,100k-1m,False
